EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VIN fill done Sun Aug 10 2025 11:35:08 GMT-0500 (Central Daylight Time)
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E041108,,E041108,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 5, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E041109,,E041109,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 5, 2007",475/1100,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,2008,WBSVA93548E041110,,E041110,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,595.00","Dec 6, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,2008,WBSVA93568E041111,,E041111,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,595.00","Dec 6, 2007",1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E041112,,E041112,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 6, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E041113,,E041113,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 6, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E041114,,E041114,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 6, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E041115,,E041115,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 7, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E041116,,E041116,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 6, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E041117,,E041117,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 6, 2007",475/1100,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,2008,WBSVA93598E041118,,E041118,"MSRP.3,ZCW,ZPP.1,2MT.1,322,403,417,507,609,6FL,653,655,752",,"$68,445.00","Dec 7, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,2008,WBSVA93508E041119,,E041119,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,595.00","Dec 7, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,2008,WBSVA93578E041120,,E041120,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,595.00","Dec 7, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,2008,WBSVA93598E041121,,E041121,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,595.00","Dec 7, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,2008,WBSVA93508E041122,,E041122,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,595.00","Dec 7, 2007",1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93528E041123,,E041123,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 6, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E041124,,E041124,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 8, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E041125,,E041125,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 7, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E041126,,E041126,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 8, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E041127,,E041127,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 10, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E041128,,E041128,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 10, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E041129,,E041129,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 10, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E041130,,E041130,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 11, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E041131,,E041131,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 11, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E041132,,E041132,"MSRP.3,ZCW,ZTP,2MK,2MT.1,302,403,417,4MY,6FL,752",,"$71,575.00","Jan 17, 2008",475/2000,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E041133,,E041133,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 12, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E041134,,E041134,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 12, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E041135,,E041135,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 11, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93508E041136,,E041136,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 11, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93528E041137,,E041137,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 12, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E041138,,E041138,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 12, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E041139,,E041139,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 13, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93528E041140,,E041140,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 13, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E041141,,E041141,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 13, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E041142,,E041142,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 13, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E041143,,E041143,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 13, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E041144,,E041144,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 12, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E041145,,E041145,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 12, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E041146,,E041146,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 12, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E041147,,E041147,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 14, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E041148,,E041148,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 14, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E041149,,E041149,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 14, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E041150,,E041150,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 14, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E041151,,E041151,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 14, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E041152,,E041152,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 13, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93508E041153,,E041153,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 13, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93528E041154,,E041154,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 13, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E041155,,E041155,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 15, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E041156,,E041156,"MSRP.3,ZCW,ZPP.3,2MT.1,322,403,417,507,609,6FL,653,655,752",,"$68,920.00","Dec 15, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E041157,,E041157,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 14, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E041158,,E041158,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 15, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E041159,,E041159,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 14, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E041160,,E041160,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 15, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E041161,,E041161,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 14, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E041162,,E041162,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 14, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E041163,,E041163,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 14, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E041164,,E041164,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 17, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E041165,,E041165,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 17, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E041166,,E041166,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 17, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93508E041167,,E041167,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 17, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93528E041168,,E041168,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 17, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E041169,,E041169,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 17, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93508E041170,,E041170,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 17, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93528E041171,,E041171,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 17, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93548E041172,,E041172,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 18, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93568E041173,,E041173,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 18, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93588E041174,,E041174,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 17, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA935X8E041175,,E041175,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 17, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93518E041176,,E041176,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 17, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93538E041177,,E041177,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 17, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93558E041178,,E041178,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 18, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93578E041179,,E041179,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 18, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93538E041180,,E041180,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 18, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93558E041181,,E041181,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 18, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93578E041182,,E041182,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 18, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93598E041183,,E041183,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 18, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93508E041184,,E041184,"MSRP.3,ZPP.3,2MT.1,403,507,609,6FL,653,655,752",,"$67,345.00","Dec 18, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93528E041185,,E041185,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 18, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93548E041186,,E041186,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 18, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93568E041187,,E041187,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 18, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93588E041188,,E041188,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Dec 19, 2007",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA935X8E041189,,E041189,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Dec 18, 2007",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93568E041190,,E041190,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Dec 18, 2007",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93588E041191,,E041191,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Dec 20, 2007",475,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA935X8E041192,,E041192,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 20, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93518E041193,,E041193,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 20, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93538E041194,,E041194,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 18, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93558E041195,,E041195,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 20, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93578E041196,,E041196,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 20, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93598E041197,,E041197,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 20, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93508E041198,,E041198,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 20, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93528E041199,,E041199,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 20, 2007",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93558E041200,,E041200,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Dec 19, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E041201,,E041201,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 19, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E041202,,E041202,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 19, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93508E041203,,E041203,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,070.00","Dec 19, 2007",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93528E041204,,E041204,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Dec 20, 2007",475,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93548E041205,,E041205,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 2, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93568E041206,,E041206,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 2, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93588E041207,,E041207,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 2, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA935X8E041208,,E041208,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 2, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93518E041209,,E041209,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 3, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93588E041210,,E041210,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 3, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA935X8E041211,,E041211,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 2, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93518E041212,,E041212,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 2, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93538E041213,,E041213,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 2, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93558E041214,,E041214,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 2, 2008",475/1100,,,,,,,,,,
