EXTERIOR,,INTERIOR,Year,VIN,,,Package Codes,PACKAGES,MSRP,PROD,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VPC
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12585,,VA12585,2MK,,,"Aug 10, 2017",,,Nick Alexander Imports,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12586,,VA12586,2MK,,,"Aug 10, 2017",,,BMW of Monrovia,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12587,,VA12587,2MK,,,"Aug 10, 2017",,,Rick Hendrick BMW,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12588,,VA12588,,,,"Aug 10, 2017",,,"BMW AG, München / BMW Seattle",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12589,,VA12589,2MK,,,"Aug 10, 2017",,,BMW of Orland Park,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12590,,VA12590,,,,"Aug 10, 2017",,,Vista Motor Company,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12591,,VA12591,,,,"Aug 10, 2017",,,New Country BMW,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12592,,VA12592,2MK,,,"Aug 10, 2017",,,Irvine BMW,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12593,,VA12593,2MK,,,"Aug 10, 2017",,,Flow BMW,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12594,,VA12594,,,,"Aug 10, 2017",,,"Calgary BMW, Calgary, CAN",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12595,,VA12595,2MK,,,"Aug 10, 2017",,,BMW of Southpoint,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12596,,VA12596,2MK,,,"Aug 10, 2017",,,Autobahn Motorcars,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12597,,VA12597,,,,"Aug 10, 2017",,,BMW of Warwick,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12598,,VA12598,2MK,,,"Aug 10, 2017",,,"BMW Markham, Markham, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12599,,VA12599,2MK,,,"Aug 10, 2017",,,"Maranello BMW, Vaughan, CAN",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12600,,VA12600,2MK,,,"Aug 10, 2017",,,"Otto's BMW, Ottawa, CAN",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12601,,VA12601,,,,"Aug 10, 2017",,,"BMW St. John's, St. John's, CAN",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12602,,VA12602,2MK,,,"Aug 11, 2017",,,"BMW Montreal Centre, Montreal, CAN",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12603,,VA12603,,,,"Aug 11, 2017",,,BMW Fresno,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12604,,VA12604,,,,"Aug 11, 2017",,,BMW of Reading,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12605,,VA12605,,,,"Aug 11, 2017",,,International Autos,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12606,,VA12606,2MK,,,"Aug 11, 2017",,,Vista Motor Company,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12607,,VA12607,2MK,,,"Aug 11, 2017",,,BMW of Rockville,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12608,,VA12608,,,,"Aug 11, 2017",,,Daniels BMW,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12609,,VA12609,2MK,,,"Aug 11, 2017",,,Sandia BMW,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12610,,VA12610,,,,"Aug 11, 2017",,,BMW of San Francisco ,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12611,,VA12611,,,,"Aug 11, 2017",,,"Fields BMW , Northfield",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12612,,VA12612,2MK,,,"Aug 11, 2017",,,BMW Encinitas,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12613,,VA12613,,,,"Aug 11, 2017",,,Enterprise BMW / BMW of Des Moines,,,,,,,,
,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12614,,VA12614,2MK,,,"Aug 11, 2017",,,Long Beach BMW,,,,,,,,
,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12615,,VA12615,,,,"Aug 11, 2017",,,Long Beach BMW,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12616,,VA12616,2MK,,,"Aug 11, 2017",,,BMW of Fremont,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12617,,VA12617,2MK,,,"Aug 11, 2017",,,Baron BMW,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12618,,VA12618,,,,"Aug 11, 2017",,,Northwest BMW,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12619,,VA12619,,,,"Aug 11, 2017",,,BMW of the Main Line,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12620,,VA12620,,,,"Aug 11, 2017",,,Crown BMW,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12621,,VA12621,,,,"Aug 11, 2017",,,BMW of Arlington,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12622,,VA12622,,,,"Aug 11, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12623,,VA12623,2MK,,,"Aug 11, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12624,,VA12624,,,,"Aug 11, 2017",,,New Century BMW,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12625,,VA12625,,,,"Aug 11, 2017",,,South Bay BMW,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12626,,VA12626,,,,"Aug 11, 2017",,,Bert Smith Internationa,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12627,,VA12627,,,,"Aug 11, 2017",,,Lauderdale BMW of Pembroke Pines,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12628,,VA12628,,,,"Aug 11, 2017",,,Global Imports BMW,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12629,,VA12629,,,,"Aug 11, 2017",,,Fields BMW - Lakeland,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12630,,VA12630,,,,"Aug 11, 2017",,,Midwestern Auto Group,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12631,,VA12631,,,,"Aug 11, 2017",,,"Century BMW , Huntsville",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12632,,VA12632,2MK,,,"Aug 11, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12633,,VA12633,2MK,,,"Aug 11, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12634,,VA12634,2MK,,,"Aug 11, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12635,,VA12635,2MK,,,"Aug 11, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12636,,VA12636,,,,"Aug 11, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12637,,VA12637,2MK,,,"Aug 11, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12638,,VA12638,,,,"Aug 11, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12639,,VA12639,,,,"Aug 11, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12640,,VA12640,,,,"Aug 11, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12641,,VA12641,,,,"Aug 11, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12642,,VA12642,,,,"Aug 11, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12643,,VA12643,,,,"Aug 12, 2017",,,"BMW Sherbrooke, Sherbrooke, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12644,,VA12644,2MK,,,"Aug 12, 2017",,,"Performance BMW, St. Catharines, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12645,,VA12645,2MK,,,"Aug 12, 2017",,,"Elite BMW, Ottawa, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12646,,VA12646,,,,"Aug 12, 2017",,,"BMW Grand River, Kitchener, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12647,,VA12647,,,,"Aug 12, 2017",,,"Bema Autosport BMW, Saskatoon, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12648,,VA12648,,,,"Aug 12, 2017",,,"BMW Grand River, Kitchener, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12649,,VA12649,2MK,,,"Aug 12, 2017",,,"BMW Langley, Langley, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12650,,VA12650,,,,"Aug 12, 2017",,,"BMW Regina, Regina, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12651,,VA12651,2MK,,,"Aug 12, 2017",,,"BMW Markham, Markham, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12652,,VA12652,,,,"Aug 12, 2017",,,"BMW London, London, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12653,,VA12653,2MK,,,"Aug 12, 2017",,,"BMW Toronto, Toronto, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12654,,VA12654,,,,"Aug 12, 2017",,,"BMW Toronto, Toronto, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12655,,VA12655,,,,"Aug 12, 2017",,,"Overseas Motors, Windsor, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12656,,VA12656,2MK,,,"Aug 12, 2017",,,"BMW Durham, Ajax, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12657,,VA12657,,,,"Aug 12, 2017",,,"The BMW Store, Vancouver, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12658,,VA12658,2MK,,,"Aug 12, 2017",,,"The BMW Store, Vancouver, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12659,,VA12659,2MK,,,"Aug 12, 2017",,,"Budds' BMW Oakville, Oakville, CA",,,,,,,,
,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12660,,VA12660,,,,"Aug 12, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12661,,VA12661,,,,"Aug 12, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12662,,VA12662,,,,"Aug 12, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12663,,VA12663,2MK,,,"Aug 12, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12664,,VA12664,2MK,,,"Aug 12, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12665,,VA12665,,,,"Aug 12, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12666,,VA12666,,,,"Aug 12, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12667,,VA12667,,,,"Aug 12, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12668,,VA12668,2MK,,,"Aug 12, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12669,,VA12669,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12670,,VA12670,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12671,,VA12671,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12672,,VA12672,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12673,,VA12673,,,,"Aug 14, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12674,,VA12674,,,,"Aug 14, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12675,,VA12675,,,,"Aug 14, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12676,,VA12676,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12677,,VA12677,,,,"Aug 14, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12678,,VA12678,,,,"Aug 14, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12679,,VA12679,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12680,,VA12680,,,,"Aug 14, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12681,,VA12681,,,,"Aug 14, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12682,,VA12682,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12683,,VA12683,,,,"Aug 14, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12684,,VA12684,,,,"Aug 14, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12685,,VA12685,,,,"Aug 14, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12686,,VA12686,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12687,,VA12687,,,,"Aug 14, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12688,,VA12688,,,,"Aug 14, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12689,,VA12689,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12690,,VA12690,,,,"Aug 14, 2017",,,"BMW Royal Oak, Calgary, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12691,,VA12691,,,,"Aug 14, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12692,,VA12692,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12693,,VA12693,,,,"Aug 14, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12694,,VA12694,,,,"Aug 14, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12695,,VA12695,,,,"Aug 14, 2017",,,"BMW of Bridgeport, Bridgeport, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12696,,VA12696,2MK,,,"Aug 14, 2017",,,BMW of Milwaukee North,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12697,,VA12697,,,,"Aug 14, 2017",,,BMW of Monterey,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12698,,VA12698,,,,"Aug 14, 2017",,,BMW of Tulsa,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12699,,VA12699,,,,"Aug 14, 2017",,,Shelly BMW,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12700,,VA12700,2MK,,,"Aug 14, 2017",,,BMW of Dallas/MINI of Dallas,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12701,,VA12701,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12702,,VA12702,2MK,,,"Aug 14, 2017",,,BMW of Dallas/MINI of Dallas,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12703,,VA12703,,,,"Aug 14, 2017",,,BMW of San Rafael,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12704,,VA12704,2MK,,,"Aug 14, 2017",,,"Fields BMW , Winter Park",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12705,,VA12705,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12706,,VA12706,,,,"Aug 14, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12707,,VA12707,,,,"Aug 14, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12708,,VA12708,,,,"Aug 14, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12709,,VA12709,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12710,,VA12710,,,,"Aug 14, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12711,,VA12711,,,,"Aug 14, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12712,,VA12712,2MK,,,"Aug 14, 2017",,,"Autohaus Karl + Co., Mainz-Kastel, DE",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12713,,VA12713,2MK,,,"Aug 14, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12714,,VA12714,,,,"Aug 15, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12715,,VA12715,,,,"Aug 15, 2017",,,No information,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55JVA12716,,VA12716,,,,"Aug 15, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12717,,VA12717,2MK,,,"Aug 15, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12718,,VA12718,,,,"Aug 15, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12719,,VA12719,,,,"Aug 15, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57JVA12720,,VA12720,2MK,,,"Aug 15, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59JVA12721,,VA12721,2MK,,,"Aug 15, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50JVA12722,,VA12722,,,,"Aug 15, 2017",,,"Park Shore BMW, North Vancouver, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52JVA12723,,VA12723,2MK,,,"Aug 15, 2017",,,No information,,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54JVA12724,,VA12724,,,,"Aug 15, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56JVA12725,,VA12725,,,,"Aug 15, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58JVA12726,,VA12726,,,,"Aug 15, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12727,,VA12727,,,,"Aug 16, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51JVA12728,,VA12728,,,,"Aug 16, 2017",,,No information,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53JVA12729,,VA12729,,,,"Aug 16, 2017",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJVA12730,,VA12730,2MK,,,"Aug 16, 2017",,,No information,,,,,,,,
